zip_code,case_count,report_date
15561,0,2020-07-07
15625,0,2020-07-07
15633,0,2020-07-07
15635,0,2020-07-07
15638,0,2020-07-07
15640,0,2020-07-07
15660,0,2020-07-07
15662,0,2020-07-07
15676,0,2020-07-07
15689,0,2020-07-07
15715,0,2020-07-07
15734,0,2020-07-07
15736,0,2020-07-07
15738,0,2020-07-07
15020,0,2020-07-07
15028,0,2020-07-07
15069,0,2020-07-07
15072,0,2020-07-07
15081,0,2020-07-07
15091,0,2020-07-07
15095,0,2020-07-07
15096,0,2020-07-07
15123,0,2020-07-07
15127,0,2020-07-07
15134,0,2020-07-07
15230,0,2020-07-07
15240,0,2020-07-07
15242,0,2020-07-07
15244,0,2020-07-07
15250,0,2020-07-07
15251,0,2020-07-07
15252,0,2020-07-07
15253,0,2020-07-07
15254,0,2020-07-07
15255,0,2020-07-07
15257,0,2020-07-07
15258,0,2020-07-07
15259,0,2020-07-07
15262,0,2020-07-07
15264,0,2020-07-07
15265,0,2020-07-07
15267,0,2020-07-07
15268,0,2020-07-07
15270,0,2020-07-07
15272,0,2020-07-07
15274,0,2020-07-07
15276,0,2020-07-07
15277,0,2020-07-07
15278,0,2020-07-07
15279,0,2020-07-07
15281,0,2020-07-07
15282,0,2020-07-07
15283,0,2020-07-07
15286,0,2020-07-07
15289,0,2020-07-07
15290,0,2020-07-07
15295,0,2020-07-07
15336,0,2020-07-07
15339,0,2020-07-07
15350,0,2020-07-07
15365,0,2020-07-07
15366,0,2020-07-07
15368,0,2020-07-07
15415,0,2020-07-07
15416,0,2020-07-07
15439,0,2020-07-07
15454,0,2020-07-07
15465,0,2020-07-07
15485,0,2020-07-07
15492,0,2020-07-07
15548,0,2020-07-07
15553,0,2020-07-07
15565,0,2020-07-07
15605,0,2020-07-07
15606,0,2020-07-07
15619,0,2020-07-07
15621,0,2020-07-07
15664,0,2020-07-07
15680,0,2020-07-07
15682,0,2020-07-07
15693,0,2020-07-07
15710,0,2020-07-07
15723,0,2020-07-07
15727,0,2020-07-07
15733,0,2020-07-07
15737,0,2020-07-07
15741,0,2020-07-07
15752,0,2020-07-07
15754,0,2020-07-07
15756,0,2020-07-07
15761,0,2020-07-07
15779,0,2020-07-07
15781,0,2020-07-07
15783,0,2020-07-07
15822,0,2020-07-07
15831,0,2020-07-07
15841,0,2020-07-07
15847,0,2020-07-07
15863,0,2020-07-07
15907,0,2020-07-07
15915,0,2020-07-07
15921,0,2020-07-07
15922,0,2020-07-07
15925,0,2020-07-07
15929,0,2020-07-07
15930,0,2020-07-07
15948,0,2020-07-07
15959,0,2020-07-07
16003,0,2020-07-07
16016,0,2020-07-07
16017,0,2020-07-07
16018,0,2020-07-07
16021,0,2020-07-07
16035,0,2020-07-07
16039,16,2020-07-07
16048,0,2020-07-07
16054,0,2020-07-07
16058,0,2020-07-07
16103,0,2020-07-07
16107,0,2020-07-07
16108,0,2020-07-07
16140,0,2020-07-07
16151,0,2020-07-07
16155,0,2020-07-07
16211,0,2020-07-07
16220,0,2020-07-07
16221,0,2020-07-07
16223,0,2020-07-07
16236,0,2020-07-07
16244,0,2020-07-07
16245,0,2020-07-07
16246,0,2020-07-07
16250,0,2020-07-07
16257,0,2020-07-07
16261,0,2020-07-07
16312,0,2020-07-07
16322,0,2020-07-07
16328,0,2020-07-07
16343,0,2020-07-07
16344,0,2020-07-07
16352,0,2020-07-07
16361,0,2020-07-07
16366,0,2020-07-07
16367,0,2020-07-07
16368,0,2020-07-07
16369,0,2020-07-07
16370,0,2020-07-07
16375,0,2020-07-07
16388,0,2020-07-07
16413,0,2020-07-07
16416,0,2020-07-07
16422,0,2020-07-07
16427,0,2020-07-07
16432,0,2020-07-07
16512,0,2020-07-07
16514,0,2020-07-07
16515,0,2020-07-07
16522,0,2020-07-07
16530,0,2020-07-07
16531,0,2020-07-07
16534,0,2020-07-07
16538,0,2020-07-07
16541,0,2020-07-07
16544,0,2020-07-07
16546,0,2020-07-07
16550,0,2020-07-07
16553,0,2020-07-07
16563,0,2020-07-07
16603,0,2020-07-07
16619,0,2020-07-07
16624,0,2020-07-07
16629,0,2020-07-07
16631,0,2020-07-07
16633,0,2020-07-07
16638,0,2020-07-07
16644,0,2020-07-07
16654,167,2020-07-07
16660,0,2020-07-07
16663,0,2020-07-07
16665,0,2020-07-07
16672,0,2020-07-07
16675,0,2020-07-07
16677,0,2020-07-07
16681,0,2020-07-07
16684,0,2020-07-07
16694,0,2020-07-07
16699,0,2020-07-07
16725,0,2020-07-07
16728,0,2020-07-07
16730,0,2020-07-07
16733,0,2020-07-07
16805,0,2020-07-07
16825,0,2020-07-07
16834,0,2020-07-07
16835,0,2020-07-07
16843,0,2020-07-07
16847,0,2020-07-07
16848,0,2020-07-07
16849,0,2020-07-07
16853,6,2020-07-07
16855,0,2020-07-07
16856,0,2020-07-07
16873,0,2020-07-07
16910,0,2020-07-07
16911,0,2020-07-07
16945,0,2020-07-07
24471,10,2020-07-07
24646,0,2020-07-07
24354,24,2020-07-07
22401,249,2020-07-07
22182,129,2020-07-07
24630,0,2020-07-07
23140,22,2020-07-07
24477,36,2020-07-07
20176,798,2020-07-07
20137,15,2020-07-07
24649,0,2020-07-07
22947,10,2020-07-07
23851,56,2020-07-07
22601,342,2020-07-07
22015,395,2020-07-07
24348,13,2020-07-07
24176,6,2020-07-07
23314,22,2020-07-07
24421,7,2020-07-07
20198,7,2020-07-07
22976,0,2020-07-07
22435,6,2020-07-07
24605,9,2020-07-07
24340,9,2020-07-07
23221,51,2020-07-07
23336,10,2020-07-07
22044,276,2020-07-07
24065,6,2020-07-07
22851,74,2020-07-07
22181,69,2020-07-07
24014,89,2020-07-07
23237,402,2020-07-07
24266,7,2020-07-07
24531,16,2020-07-07
23942,16,2020-07-07
23883,5,2020-07-07
23231,209,2020-07-07
24078,63,2020-07-07
22611,29,2020-07-07
23923,8,2020-07-07
24416,16,2020-07-07
24375,0,2020-07-07
24651,0,2020-07-07
22576,0,2020-07-07
22066,83,2020-07-07
23701,178,2020-07-07
24011,0,2020-07-07
23806,0,2020-07-07
23551,0,2020-07-07
23875,54,2020-07-07
23156,5,2020-07-07
20169,106,2020-07-07
24541,50,2020-07-07
23898,12,2020-07-07
23876,0,2020-07-07
23669,112,2020-07-07
24301,17,2020-07-07
23917,13,2020-07-07
23503,130,2020-07-07
22939,13,2020-07-07
24216,10,2020-07-07
24538,5,2020-07-07
24473,0,2020-07-07
20166,215,2020-07-07
22041,755,2020-07-07
24631,0,2020-07-07
22193,1610,2020-07-07
20135,11,2020-07-07
22201,228,2020-07-07
23434,274,2020-07-07
23303,19,2020-07-07
23395,18,2020-07-07
24598,5,2020-07-07
20120,364,2020-07-07
22812,40,2020-07-07
20180,32,2020-07-07
22134,22,2020-07-07
23059,107,2020-07-07
24016,28,2020-07-07
22508,60,2020-07-07
23139,66,2020-07-07
23837,58,2020-07-07
22802,539,2020-07-07
24445,0,2020-07-07
23021,0,2020-07-07
24503,51,2020-07-07
22952,5,2020-07-07
22042,822,2020-07-07
22973,20,2020-07-07
24258,0,2020-07-07
24382,25,2020-07-07
22656,22,2020-07-07
20191,328,2020-07-07
24211,10,2020-07-07
23930,33,2020-07-07
20110,1550,2020-07-07
22844,51,2020-07-07
23602,106,2020-07-07
24589,0,2020-07-07
24603,13,2020-07-07
22719,0,2020-07-07
23102,10,2020-07-07
22315,118,2020-07-07
23228,324,2020-07-07
24517,11,2020-07-07
22749,0,2020-07-07
22902,201,2020-07-07
24248,5,2020-07-07
23888,13,2020-07-07
24151,44,2020-07-07
20117,10,2020-07-07
20170,1070,2020-07-07
23229,283,2020-07-07
23603,11,2020-07-07
23513,165,2020-07-07
24558,12,2020-07-07
23032,0,2020-07-07
22204,1038,2020-07-07
22191,1727,2020-07-07
24139,9,2020-07-07
23845,0,2020-07-07
23056,0,2020-07-07
23150,106,2020-07-07
22949,0,2020-07-07
24013,27,2020-07-07
20121,258,2020-07-07
24459,7,2020-07-07
23462,297,2020-07-07
20190,221,2020-07-07
24601,0,2020-07-07
20106,45,2020-07-07
24595,0,2020-07-07
23422,7,2020-07-07
22824,93,2020-07-07
23966,14,2020-07-07
22932,25,2020-07-07
22202,220,2020-07-07
23188,191,2020-07-07
23702,54,2020-07-07
23350,75,2020-07-07
22958,6,2020-07-07
23120,50,2020-07-07
24271,0,2020-07-07
22203,332,2020-07-07
24322,0,2020-07-07
23831,223,2020-07-07
24504,11,2020-07-07
22663,13,2020-07-07
23063,60,2020-07-07
23236,167,2020-07-07
23108,0,2020-07-07
23117,29,2020-07-07
23161,0,2020-07-07
23947,9,2020-07-07
22443,35,2020-07-07
22642,24,2020-07-07
20164,1251,2020-07-07
24292,0,2020-07-07
22301,90,2020-07-07
23420,90,2020-07-07
24171,32,2020-07-07
24381,24,2020-07-07
24450,20,2020-07-07
23426,5,2020-07-07
22302,252,2020-07-07
24269,0,2020-07-07
23487,83,2020-07-07
24077,5,2020-07-07
23829,83,2020-07-07
23320,308,2020-07-07
23661,42,2020-07-07
20119,31,2020-07-07
23857,5,2020-07-07
24133,5,2020-07-07
23454,216,2020-07-07
23064,0,2020-07-07
23230,82,2020-07-07
24527,7,2020-07-07
23836,76,2020-07-07
23833,10,2020-07-07
22644,56,2020-07-07
24018,85,2020-07-07
24588,9,2020-07-07
23112,201,2020-07-07
24604,0,2020-07-07
24095,6,2020-07-07
23091,0,2020-07-07
24280,0,2020-07-07
23919,5,2020-07-07
24272,0,2020-07-07
23453,101,2020-07-07
23123,16,2020-07-07
22713,8,2020-07-07
24184,13,2020-07-07
24083,48,2020-07-07
23306,27,2020-07-07
22610,10,2020-07-07
24089,8,2020-07-07
24251,5,2020-07-07
23030,31,2020-07-07
24602,0,2020-07-07
23488,8,2020-07-07
22840,18,2020-07-07
23069,12,2020-07-07
23959,0,2020-07-07
22655,118,2020-07-07
23045,0,2020-07-07
24246,0,2020-07-07
22192,777,2020-07-07
23089,12,2020-07-07
22959,7,2020-07-07
22206,181,2020-07-07
22405,155,2020-07-07
23455,118,2020-07-07
22511,5,2020-07-07
22436,0,2020-07-07
24412,0,2020-07-07
23890,95,2020-07-07
23093,45,2020-07-07
23220,116,2020-07-07
22025,125,2020-07-07
24066,6,2020-07-07
23924,98,2020-07-07
24435,6,2020-07-07
22514,15,2020-07-07
23459,18,2020-07-07
22408,226,2020-07-07
24088,6,2020-07-07
23307,17,2020-07-07
22026,261,2020-07-07
24179,53,2020-07-07
24219,13,2020-07-07
24120,5,2020-07-07
24093,0,2020-07-07
22032,138,2020-07-07
23885,6,2020-07-07
20136,224,2020-07-07
23038,9,2020-07-07
22843,6,2020-07-07
23075,142,2020-07-07
24245,0,2020-07-07
23901,153,2020-07-07
23708,6,2020-07-07
23068,0,2020-07-07
20187,89,2020-07-07
24162,9,2020-07-07
23872,9,2020-07-07
23226,248,2020-07-07
23062,5,2020-07-07
22846,15,2020-07-07
23025,0,2020-07-07
20186,85,2020-07-07
23337,0,2020-07-07
22733,17,2020-07-07
23662,19,2020-07-07
24413,0,2020-07-07
22831,8,2020-07-07
23009,28,2020-07-07
22102,131,2020-07-07
23604,18,2020-07-07
24433,0,2020-07-07
23509,69,2020-07-07
23250,0,2020-07-07
24244,5,2020-07-07
24069,9,2020-07-07
24090,16,2020-07-07
23027,13,2020-07-07
22722,0,2020-07-07
23432,9,2020-07-07
24377,0,2020-07-07
23937,7,2020-07-07
24551,39,2020-07-07
22305,594,2020-07-07
23856,8,2020-07-07
22709,5,2020-07-07
23238,293,2020-07-07
24607,0,2020-07-07
22308,74,2020-07-07
23115,13,2020-07-07
24073,62,2020-07-07
23801,33,2020-07-07
22664,199,2020-07-07
24411,0,2020-07-07
23664,12,2020-07-07
23889,5,2020-07-07
22936,7,2020-07-07
23415,38,2020-07-07
23004,13,2020-07-07
24352,5,2020-07-07
23416,12,2020-07-07
22101,134,2020-07-07
23114,79,2020-07-07
23607,68,2020-07-07
24422,13,2020-07-07
22180,232,2020-07-07
23451,136,2020-07-07
24128,8,2020-07-07
22307,78,2020-07-07
24058,0,2020-07-07
22538,0,2020-07-07
24168,5,2020-07-07
22560,42,2020-07-07
22821,34,2020-07-07
24202,12,2020-07-07
20165,342,2020-07-07
22003,1287,2020-07-07
24265,0,2020-07-07
24121,10,2020-07-07
20148,235,2020-07-07
23163,0,2020-07-07
22980,106,2020-07-07
23124,14,2020-07-07
22841,23,2020-07-07
22205,138,2020-07-07
23963,0,2020-07-07
24609,6,2020-07-07
24237,0,2020-07-07
22553,55,2020-07-07
23505,113,2020-07-07
22801,697,2020-07-07
22960,49,2020-07-07
23079,0,2020-07-07
24474,0,2020-07-07
22830,16,2020-07-07
23418,69,2020-07-07
22850,8,2020-07-07
22407,642,2020-07-07
24484,0,2020-07-07
24442,0,2020-07-07
22845,0,2020-07-07
23235,294,2020-07-07
22989,0,2020-07-07
24087,10,2020-07-07
23414,34,2020-07-07
23920,9,2020-07-07
22030,421,2020-07-07
23860,296,2020-07-07
23294,170,2020-07-07
24082,0,2020-07-07
23696,0,2020-07-07
23138,0,2020-07-07
23834,198,2020-07-07
23433,0,2020-07-07
23704,113,2020-07-07
22185,0,2020-07-07
24540,70,2020-07-07
23301,97,2020-07-07
24431,10,2020-07-07
22923,14,2020-07-07
23005,77,2020-07-07
22551,103,2020-07-07
22406,124,2020-07-07
23066,0,2020-07-07
24281,0,2020-07-07
23421,183,2020-07-07
24486,29,2020-07-07
20129,10,2020-07-07
23692,39,2020-07-07
22473,20,2020-07-07
23310,31,2020-07-07
23868,81,2020-07-07
22942,27,2020-07-07
23703,132,2020-07-07
24054,53,2020-07-07
23225,519,2020-07-07
23040,32,2020-07-07
22485,97,2020-07-07
23517,29,2020-07-07
22214,0,2020-07-07
20197,13,2020-07-07
24574,5,2020-07-07
24019,125,2020-07-07
24634,0,2020-07-07
24657,0,2020-07-07
23605,51,2020-07-07
23666,182,2020-07-07
22734,29,2020-07-07
22901,227,2020-07-07
22046,206,2020-07-07
24210,25,2020-07-07
23092,0,2020-07-07
23405,9,2020-07-07
24536,0,2020-07-07
24563,9,2020-07-07
24592,32,2020-07-07
23103,29,2020-07-07
23407,63,2020-07-07
22554,483,2020-07-07
23110,0,2020-07-07
24330,39,2020-07-07
23944,10,2020-07-07
24136,0,2020-07-07
24225,0,2020-07-07
23223,415,2020-07-07
23357,42,2020-07-07
22737,13,2020-07-07
23866,8,2020-07-07
22701,709,2020-07-07
23347,19,2020-07-07
23398,5,2020-07-07
22625,7,2020-07-07
23024,43,2020-07-07
24283,0,2020-07-07
24316,0,2020-07-07
22310,301,2020-07-07
22567,6,2020-07-07
23805,162,2020-07-07
24401,100,2020-07-07
23608,176,2020-07-07
24555,5,2020-07-07
24092,6,2020-07-07
22641,0,2020-07-07
23440,0,2020-07-07
23322,160,2020-07-07
24333,363,2020-07-07
24017,101,2020-07-07
20194,36,2020-07-07
23878,5,2020-07-07
22643,0,2020-07-07
24273,6,2020-07-07
22645,28,2020-07-07
23325,76,2020-07-07
23321,117,2020-07-07
23943,0,2020-07-07
22546,68,2020-07-07
24085,12,2020-07-07
20112,246,2020-07-07
22060,15,2020-07-07
24606,0,2020-07-07
23665,6,2020-07-07
22620,12,2020-07-07
22741,0,2020-07-07
23324,184,2020-07-07
24360,12,2020-07-07
22974,25,2020-07-07
24572,21,2020-07-07
23891,68,2020-07-07
24064,6,2020-07-07
24501,45,2020-07-07
24415,0,2020-07-07
22031,431,2020-07-07
22427,15,2020-07-07
24086,0,2020-07-07
22311,464,2020-07-07
22314,216,2020-07-07
24523,51,2020-07-07
22964,0,2020-07-07
23176,0,2020-07-07
24015,44,2020-07-07
24557,26,2020-07-07
23841,24,2020-07-07
23180,0,2020-07-07
22646,0,2020-07-07
20124,71,2020-07-07
22482,5,2020-07-07
22556,239,2020-07-07
23002,37,2020-07-07
22503,6,2020-07-07
23084,9,2020-07-07
23323,200,2020-07-07
23181,5,2020-07-07
22033,264,2020-07-07
23874,0,2020-07-07
22043,252,2020-07-07
22079,333,2020-07-07
20115,40,2020-07-07
22920,8,2020-07-07
22209,88,2020-07-07
22603,126,2020-07-07
23113,158,2020-07-07
24217,0,2020-07-07
22835,161,2020-07-07
22630,266,2020-07-07
23915,5,2020-07-07
23803,286,2020-07-07
22827,76,2020-07-07
20105,127,2020-07-07
22151,285,2020-07-07
23847,422,2020-07-07
24318,0,2020-07-07
23936,512,2020-07-07
22213,18,2020-07-07
23960,33,2020-07-07
24059,0,2020-07-07
24534,5,2020-07-07
24370,5,2020-07-07
23504,166,2020-07-07
23358,0,2020-07-07
22728,13,2020-07-07
23168,12,2020-07-07
22742,19,2020-07-07
24368,8,2020-07-07
22948,0,2020-07-07
20155,278,2020-07-07
23867,41,2020-07-07
23824,26,2020-07-07
23141,26,2020-07-07
24539,0,2020-07-07
23427,5,2020-07-07
24084,21,2020-07-07
22504,0,2020-07-07
22736,5,2020-07-07
24201,6,2020-07-07
22153,184,2020-07-07
23072,9,2020-07-07
24230,0,2020-07-07
23464,182,2020-07-07
23511,16,2020-07-07
22602,186,2020-07-07
23060,195,2020-07-07
20132,82,2020-07-07
23410,66,2020-07-07
24326,6,2020-07-07
23709,0,2020-07-07
23015,15,2020-07-07
23111,141,2020-07-07
22714,14,2020-07-07
22303,221,2020-07-07
22657,66,2020-07-07
23076,0,2020-07-07
23354,15,2020-07-07
24566,7,2020-07-07
22711,0,2020-07-07
23879,11,2020-07-07
23842,25,2020-07-07
23830,9,2020-07-07
24317,12,2020-07-07
22849,51,2020-07-07
20147,488,2020-07-07
22853,73,2020-07-07
23222,163,2020-07-07
22624,10,2020-07-07
24131,0,2020-07-07
22480,0,2020-07-07
20181,48,2020-07-07
23707,74,2020-07-07
23430,67,2020-07-07
23224,940,2020-07-07
22520,41,2020-07-07
24148,30,2020-07-07
24467,9,2020-07-07
22172,168,2020-07-07
24132,0,2020-07-07
23192,18,2020-07-07
24226,0,2020-07-07
23927,67,2020-07-07
22727,20,2020-07-07
22548,0,2020-07-07
24441,48,2020-07-07
23606,101,2020-07-07
24550,14,2020-07-07
22027,58,2020-07-07
23160,11,2020-07-07
23219,29,2020-07-07
24593,6,2020-07-07
24161,0,2020-07-07
24635,0,2020-07-07
24586,9,2020-07-07
23518,100,2020-07-07
22660,16,2020-07-07
23061,37,2020-07-07
20130,0,2020-07-07
23308,51,2020-07-07
24460,0,2020-07-07
22652,7,2020-07-07
23149,7,2020-07-07
20143,5,2020-07-07
24137,5,2020-07-07
22207,296,2020-07-07
22922,6,2020-07-07
24293,5,2020-07-07
22304,707,2020-07-07
23055,41,2020-07-07
23413,83,2020-07-07
22306,900,2020-07-07
23691,0,2020-07-07
22530,0,2020-07-07
23970,30,2020-07-07
24060,82,2020-07-07
24055,65,2020-07-07
24343,109,2020-07-07
23921,10,2020-07-07
23234,1104,2020-07-07
23417,87,2020-07-07
22834,7,2020-07-07
24101,9,2020-07-07
24622,0,2020-07-07
24569,0,2020-07-07
22460,5,2020-07-07
22309,667,2020-07-07
24628,0,2020-07-07
24313,7,2020-07-07
23359,16,2020-07-07
22903,147,2020-07-07
23457,9,2020-07-07
23838,55,2020-07-07
24426,24,2020-07-07
24502,71,2020-07-07
22815,97,2020-07-07
23452,199,2020-07-07
24175,28,2020-07-07
22832,6,2020-07-07
24577,10,2020-07-07
20151,303,2020-07-07
23456,154,2020-07-07
24153,136,2020-07-07
23047,10,2020-07-07
23146,8,2020-07-07
24522,29,2020-07-07
22842,84,2020-07-07
22312,616,2020-07-07
24165,7,2020-07-07
24224,6,2020-07-07
24549,8,2020-07-07
23958,22,2020-07-07
22971,0,2020-07-07
23840,9,2020-07-07
24521,8,2020-07-07
22726,22,2020-07-07
24127,8,2020-07-07
23881,5,2020-07-07
22542,9,2020-07-07
22911,57,2020-07-07
20141,29,2020-07-07
24612,0,2020-07-07
24290,0,2020-07-07
23086,9,2020-07-07
24440,8,2020-07-07
23441,41,2020-07-07
23663,23,2020-07-07
24239,0,2020-07-07
24311,0,2020-07-07
22469,18,2020-07-07
24142,0,2020-07-07
24482,13,2020-07-07
24590,23,2020-07-07
23233,161,2020-07-07
23523,50,2020-07-07
20158,24,2020-07-07
23508,62,2020-07-07
24328,14,2020-07-07
24091,15,2020-07-07
23693,31,2020-07-07
24250,0,2020-07-07
23022,9,2020-07-07
24487,0,2020-07-07
23510,63,2020-07-07
24319,10,2020-07-07
20175,275,2020-07-07
22580,19,2020-07-07
24012,230,2020-07-07
23601,72,2020-07-07
23832,371,2020-07-07
23070,0,2020-07-07
24437,0,2020-07-07
23922,57,2020-07-07
22534,5,2020-07-07
22150,781,2020-07-07
23950,15,2020-07-07
22039,77,2020-07-07
23882,15,2020-07-07
20111,989,2020-07-07
23502,111,2020-07-07
23437,11,2020-07-07
23185,221,2020-07-07
23177,0,2020-07-07
24053,5,2020-07-07
24614,18,2020-07-07
22931,0,2020-07-07
20171,310,2020-07-07
22124,68,2020-07-07
22968,44,2020-07-07
22820,0,2020-07-07
24185,0,2020-07-07
22904,0,2020-07-07
23227,184,2020-07-07
22152,218,2020-07-07
23083,8,2020-07-07
24112,179,2020-07-07
23507,38,2020-07-07
22724,17,2020-07-07
20152,227,2020-07-07
23435,168,2020-07-07
23974,13,2020-07-07
23442,29,2020-07-07
24464,0,2020-07-07
24314,0,2020-07-07
22712,106,2020-07-07
22488,24,2020-07-07
22572,288,2020-07-07
22963,36,2020-07-07
24243,0,2020-07-07
23116,159,2020-07-07
23153,5,2020-07-07
24141,20,2020-07-07
20109,1216,2020-07-07
24236,6,2020-07-07
23316,14,2020-07-07
60002,124,2020-07-13
60004,400,2020-07-13
60005,251,2020-07-13
60007,383,2020-07-13
60008,373,2020-07-13
60010,210,2020-07-13
60012,95,2020-07-13
60013,140,2020-07-13
60014,354,2020-07-13
60015,211,2020-07-13
60016,1173,2020-07-13
60018,708,2020-07-13
60020,49,2020-07-13
60021,28,2020-07-13
60022,37,2020-07-13
60025,442,2020-07-13
60026,184,2020-07-13
60029,11,2020-07-13
60030,225,2020-07-13
60031,389,2020-07-13
60033,240,2020-07-13
60035,302,2020-07-13
60040,182,2020-07-13
60041,56,2020-07-13
60042,57,2020-07-13
60043,19,2020-07-13
60044,115,2020-07-13
60045,139,2020-07-13
60046,243,2020-07-13
60047,530,2020-07-13
60048,189,2020-07-13
60050,248,2020-07-13
60051,144,2020-07-13
60053,338,2020-07-13
60056,687,2020-07-13
60060,487,2020-07-13
60061,197,2020-07-13
60062,366,2020-07-13
60064,677,2020-07-13
60067,284,2020-07-13
60068,362,2020-07-13
60069,104,2020-07-13
60070,285,2020-07-13
60071,17,2020-07-13
60073,1157,2020-07-13
60074,507,2020-07-13
60076,578,2020-07-13
60077,443,2020-07-13
60079,13,2020-07-13
60081,50,2020-07-13
60083,112,2020-07-13
60084,201,2020-07-13
60085,2533,2020-07-13
60087,722,2020-07-13
60088,222,2020-07-13
60089,349,2020-07-13
60090,852,2020-07-13
60091,187,2020-07-13
60093,197,2020-07-13
60096,45,2020-07-13
60097,50,2020-07-13
60098,398,2020-07-13
60099,618,2020-07-13
60101,858,2020-07-13
60102,212,2020-07-13
60103,335,2020-07-13
60104,465,2020-07-13
60106,556,2020-07-13
60107,697,2020-07-13
60108,362,2020-07-13
60109,13,2020-07-13
60110,776,2020-07-13
60112,32,2020-07-13
60115,323,2020-07-13
60118,97,2020-07-13
60119,42,2020-07-13
60120,1452,2020-07-13
60123,973,2020-07-13
60124,158,2020-07-13
60126,404,2020-07-13
60130,177,2020-07-13
60131,381,2020-07-13
60133,800,2020-07-13
60134,220,2020-07-13
60135,61,2020-07-13
60136,75,2020-07-13
60137,192,2020-07-13
60139,700,2020-07-13
60140,113,2020-07-13
60141,27,2020-07-13
60142,132,2020-07-13
60143,206,2020-07-13
60145,9,2020-07-13
60146,11,2020-07-13
60148,442,2020-07-13
60151,21,2020-07-13
60152,87,2020-07-13
60153,551,2020-07-13
60154,232,2020-07-13
60155,187,2020-07-13
60156,176,2020-07-13
60157,12,2020-07-13
60160,793,2020-07-13
60162,180,2020-07-13
60163,101,2020-07-13
60164,560,2020-07-13
60165,186,2020-07-13
60169,441,2020-07-13
60171,140,2020-07-13
60172,257,2020-07-13
60173,115,2020-07-13
60174,221,2020-07-13
60175,130,2020-07-13
60176,179,2020-07-13
60177,347,2020-07-13
60178,81,2020-07-13
60181,309,2020-07-13
60184,9,2020-07-13
60185,809,2020-07-13
60187,180,2020-07-13
60188,546,2020-07-13
60189,131,2020-07-13
60190,74,2020-07-13
60191,239,2020-07-13
60192,78,2020-07-13
60193,304,2020-07-13
60194,200,2020-07-13
60195,21,2020-07-13
60201,356,2020-07-13
60202,465,2020-07-13
60203,41,2020-07-13
60301,32,2020-07-13
60302,251,2020-07-13
60304,91,2020-07-13
60305,81,2020-07-13
60401,57,2020-07-13
60402,1525,2020-07-13
60403,257,2020-07-13
60404,135,2020-07-13
60406,563,2020-07-13
60408,28,2020-07-13
60409,690,2020-07-13
60410,59,2020-07-13
60411,1079,2020-07-13
60415,233,2020-07-13
60416,27,2020-07-13
60417,197,2020-07-13
60418,132,2020-07-13
60419,451,2020-07-13
60420,13,2020-07-13
60421,16,2020-07-13
60422,100,2020-07-13
60423,205,2020-07-13
60424,6,2020-07-13
60425,193,2020-07-13
60426,536,2020-07-13
60428,246,2020-07-13
60429,254,2020-07-13
60430,306,2020-07-13
60431,261,2020-07-13
60432,510,2020-07-13
60433,350,2020-07-13
60434,171,2020-07-13
60435,766,2020-07-13
60436,278,2020-07-13
60438,463,2020-07-13
60439,142,2020-07-13
60440,956,2020-07-13
60441,252,2020-07-13
60442,53,2020-07-13
60443,418,2020-07-13
60445,201,2020-07-13
60446,603,2020-07-13
60447,68,2020-07-13
60448,189,2020-07-13
60449,90,2020-07-13
60450,82,2020-07-13
60451,177,2020-07-13
60452,277,2020-07-13
60453,893,2020-07-13
60455,389,2020-07-13
60456,55,2020-07-13
60457,157,2020-07-13
60458,174,2020-07-13
60459,481,2020-07-13
60461,67,2020-07-13
60462,412,2020-07-13
60463,265,2020-07-13
60464,67,2020-07-13
60465,294,2020-07-13
60466,528,2020-07-13
60467,211,2020-07-13
60468,41,2020-07-13
60469,107,2020-07-13
60471,239,2020-07-13
60472,76,2020-07-13
60473,485,2020-07-13
60475,105,2020-07-13
60476,37,2020-07-13
60477,296,2020-07-13
60478,374,2020-07-13
60480,46,2020-07-13
60481,37,2020-07-13
60482,118,2020-07-13
60484,139,2020-07-13
60487,188,2020-07-13
60490,171,2020-07-13
60491,176,2020-07-13
60501,315,2020-07-13
60502,124,2020-07-13
60503,88,2020-07-13
60504,401,2020-07-13
60505,2093,2020-07-13
60506,1198,2020-07-13
60510,154,2020-07-13
60513,188,2020-07-13
60514,62,2020-07-13
60515,127,2020-07-13
60516,162,2020-07-13
60517,263,2020-07-13
60518,7,2020-07-13
60520,11,2020-07-13
60521,221,2020-07-13
60523,122,2020-07-13
60525,348,2020-07-13
60526,104,2020-07-13
60527,298,2020-07-13
60531,7,2020-07-13
60532,167,2020-07-13
60534,199,2020-07-13
60538,358,2020-07-13
60540,175,2020-07-13
60541,12,2020-07-13
60542,215,2020-07-13
60543,330,2020-07-13
60544,217,2020-07-13
60545,166,2020-07-13
60546,183,2020-07-13
60548,137,2020-07-13
60551,31,2020-07-13
60552,14,2020-07-13
60554,58,2020-07-13
60555,146,2020-07-13
60558,86,2020-07-13
60559,360,2020-07-13
60560,157,2020-07-13
60561,145,2020-07-13
60563,216,2020-07-13
60564,235,2020-07-13
60565,225,2020-07-13
60585,132,2020-07-13
60586,466,2020-07-13
60601,90,2020-07-13
60602,16,2020-07-13
60603,8,2020-07-13
60604,24,2020-07-13
60605,238,2020-07-13
60606,39,2020-07-13
60607,509,2020-07-13
60608,1914,2020-07-13
